idContract,branch,client,workerName,idWorker,startDate,endDate,endDateActual,weeklyHours,internalSales,hourlyCost,hourlyPrice,SnapshotDate
"13859","Sud1","Client56","Elena Romano","240","2022-04-17","2022-11-27","2022-11-27","1","SalesElena","29","26","2024-01-01"
"13860","Sud3","Client19","Francesca Ricci","373","2022-02-18","2022-04-09","2022-04-09","34","SalesElena","27","32","2024-01-01"
"13861","Nord3","Client43","Anna Russo","389","2020-11-23","2021-03-19","2021-03-19","10","SalesLuca","16","21","2024-01-01"
"13862","Nord1","Client62","Luca Marino","221","2023-01-20","2023-06-24","2023-04-14","1","SalesPaolo","16","19","2024-01-01"
"13863","Sud3","Client88","Francesca Russo","338","2020-09-06","2021-02-06","2021-02-06","1","SalesMario","29","36","2024-01-01"
"13864","Sud1","Client17","Matteo Ricci","365","2021-10-22","2022-08-30","2022-08-30","34","SalesElena","17","22","2024-01-01"
"13865","Nord3","Client75","Francesca Russo","346","2021-12-28","2022-09-12","2022-09-12","26","SalesMario","25","27","2024-01-01"
"13866","Nord3","Client28","Anna Rossi","222","2020-09-08","2021-04-28","2021-04-28","1","SalesMario","23","30","2024-01-01"
"13867","Nord1","BigClientA","Giulia Marino","482","2021-06-15","2022-05-20","2022-03-07","26","SalesPaolo","29","34","2024-01-01"
"13868","Nord1","Client82","Paolo Verdi","471","2022-05-01","2022-10-26","2022-10-26","40","SalesAnna","28","33","2024-01-01"
"13869","Sud3","Client1","Paolo Marino","384","2020-04-19","2020-06-10","2020-05-07","2","SalesElena","26","33","2024-01-01"
"13870","Nord3","Client80","Matteo Verdi","380","2020-05-21","2020-10-12","2020-10-12","15","SalesMario","29","28","2024-01-01"
"13871","Nord3","Client73","Luca Esposito","295","2022-02-25","2022-12-30","2022-12-30","26","SalesMario","28","29","2024-01-01"
"13872","Nord1","BigClientA","Francesca Ferrari","490","2020-09-17","2020-12-28","2020-12-28","2","SalesAnna","28","32","2024-01-01"
"13873","Sud3","Client73","Matteo Romano","165","2020-01-18","2020-05-12","2020-03-14","2","SalesElena","24","31","2024-01-01"
"13874","Sud1","Client25","Elena Bianchi","132","2023-11-03","2023-12-23","2023-12-23","2","SalesLuigi","26","31","2024-01-01"
"13875","Nord2","Client44","Anna Romano","369","2023-05-30","2023-12-29","2023-09-19","40","SalesMarco","20","25","2024-01-01"
"13876","Sud3","Client30","Sara Bianchi","224","2021-10-24","2022-09-15","2022-09-15","34","SalesMario","24","27","2024-01-01"
"13877","Nord2","Client5","Anna Colombo","488","2021-05-21","2021-06-27","2021-06-23","40","SalesMarco","20","27","2024-01-01"
"13878","Nord2","Client4","Paolo Rossi","343","2021-01-25","","","2","SalesGiulia","20","22","2024-01-01"
"13879","Nord2","Client7","Matteo Marino","270","2022-02-01","2022-05-05","2022-02-15","10","SalesMarco","17","22","2024-01-01"
"13880","Sud3","Client97","Francesca Romano","296","2020-09-22","2021-08-19","2021-01-11","10","SalesMario","23","31","2024-01-01"
"13881","Sud2","Client5","Elena Verdi","377","2021-03-30","2021-09-03","2021-06-02","10","SalesMarco","23","30","2024-01-01"
"13882","Nord1","BigClientB","Luca Ricci","359","2022-11-14","2023-11-07","2023-11-07","1","SalesPaolo","19","17","2024-01-01"
"13883","Sud2","Client40","Matteo Rossi","225","2020-02-16","2020-07-22","2020-07-22","40","SalesGiulia","22","25","2024-01-01"
"13884","Sud3","Client4","Giulia Ferrari","405","2022-09-08","","","40","SalesElena","15","20","2024-01-01"
"13885","Nord2","Client80","Marco Russo","268","2023-09-07","2024-08-13","2024-01-06","34","SalesMarco","28","32","2024-01-01"
"13886","Nord3","Client20","Davide Romano","378","2020-12-14","2021-08-19","2021-08-19","26","SalesMario","19","27","2024-01-01"
"13887","Nord3","Client89","Davide Ferrari","463","2023-03-08","2023-09-28","2023-09-28","34","SalesMario","23","32","2024-01-01"
"13888","Nord2","Client10","Sara Colombo","307","2022-11-18","2023-09-11","2023-09-11","34","SalesGiulia","26","28","2024-01-01"
"13889","Sud2","Client1","Francesca Colombo","471","2020-08-29","2021-06-04","2021-06-04","40","SalesGiulia","18","16","2024-01-01"
"13890","Sud2","Client55","Matteo Bianchi","170","2021-01-07","2021-07-29","2021-07-29","34","SalesGiulia","24","28","2024-01-01"
"13891","Sud1","Client84","Francesca Marino","338","2023-09-12","2024-01-20","2023-10-15","2","SalesElena","20","23","2024-01-01"
"13892","Nord3","Client15","Paolo Ferrari","188","2020-09-28","2021-05-04","2021-05-04","1","SalesMario","25","33","2024-01-01"
"13893","Sud1","Client26","Luca Rossi","493","2023-03-12","2023-11-29","2023-11-29","34","SalesElena","26","28","2024-01-01"
"13894","Sud1","Client4","Elena Romano","240","2022-07-26","","","34","SalesElena","24","33","2024-01-01"
"13895","Nord3","Client70","Giulia Ricci","351","2022-08-26","2022-10-16","2022-10-16","2","SalesMario","16","22","2024-01-01"
"13896","Sud1","Client65","Marco Rossi","335","2022-10-15","2023-07-05","2023-07-05","10","SalesLuigi","21","24","2024-01-01"
"13897","Sud1","Client22","Sara Rossi","399","2020-07-13","2021-02-04","2021-02-04","15","SalesLuigi","27","32","2024-01-01"
"13898","Nord2","Client12","Anna Verdi","252","2021-01-16","2021-02-28","2021-02-28","40","SalesMarco","16","23","2024-01-01"
"13899","Sud2","Client73","Elena Rossi","136","2023-12-25","2024-05-05","2024-04-11","34","SalesGiulia","23","29","2024-01-01"
"13900","Nord3","Client34","Marco Colombo","391","2023-02-23","2023-09-24","2023-09-24","2","SalesLuca","22","25","2024-01-01"
"13901","Nord2","Client84","Francesca Ferrari","291","2021-11-14","2022-02-19","2022-02-19","15","SalesMarco","15","16","2024-01-01"
"13902","Nord2","Client12","Marco Esposito","368","2021-06-17","2022-04-09","2021-12-17","26","SalesGiulia","20","24","2024-01-01"
"13903","Nord2","Client43","Marco Rossi","246","2023-08-09","2024-06-20","2024-06-01","15","SalesGiulia","20","28","2024-01-01"
"13904","Sud3","Client53","Sara Esposito","488","2023-01-05","","","34","SalesMario","15","23","2024-01-01"
"13905","Sud3","Client84","Paolo Russo","253","2023-12-30","2024-10-27","2024-10-27","40","SalesMario","18","17","2024-01-01"
"13906","Nord3","Client4","Davide Colombo","367","2023-12-20","","","10","SalesMario","15","11","2024-01-01"
"13907","Nord1","Client78","Elena Russo","344","2023-06-20","2024-03-06","2024-03-06","15","SalesPaolo","24","23","2024-01-01"
"13908","Sud3","Client30","Anna Esposito","454","2020-05-08","2020-11-04","2020-08-24","1","SalesElena","22","27","2024-01-01"
"13909","Sud1","Client27","Luca Ferrari","250","2023-05-24","2023-12-24","2023-12-24","1","SalesLuigi","23","31","2024-01-01"
"13910","Sud2","Client98","Luca Verdi","333","2021-04-19","2021-08-17","2021-06-20","34","SalesMarco","21","22","2024-01-01"
"13911","Sud2","Client65","Matteo Russo","439","2022-12-09","","","10","SalesGiulia","25","28","2024-01-01"
"13912","Nord3","Client91","Anna Ricci","130","2022-05-09","2022-10-31","2022-10-31","1","SalesLuca","29","38","2024-01-01"
"13913","Sud2","Client47","Francesca Colombo","129","2020-02-09","2020-08-18","2020-08-18","10","SalesGiulia","26","32","2024-01-01"
"13914","Sud2","Client32","Anna Bianchi","198","2020-09-01","2020-11-19","2020-11-19","40","SalesGiulia","21","25","2024-01-01"
"13915","Nord2","Client17","Davide Ricci","334","2021-07-19","2022-05-20","2022-05-20","2","SalesGiulia","17","23","2024-01-01"
"13916","Sud2","Client5","Anna Esposito","305","2022-10-29","2023-08-29","2023-07-06","1","SalesGiulia","18","22","2024-01-01"
"13917","Nord1","BigClientA","Paolo Colombo","219","2020-10-06","2021-04-10","2021-04-10","26","SalesPaolo","28","33","2024-01-01"
"13918","Sud3","Client64","Elena Russo","167","2022-01-20","2022-08-16","2022-08-16","26","SalesElena","24","28","2024-01-01"
"13919","Sud2","Client45","Francesca Marino","181","2020-07-08","2020-09-02","2020-09-02","15","SalesGiulia","29","38","2024-01-01"
"13920","Nord2","Client90","Paolo Rossi","429","2021-02-02","2021-06-26","2021-06-26","1","SalesGiulia","24","25","2024-01-01"
"13921","Nord2","Client57","Matteo Russo","306","2020-03-02","2021-02-10","2021-02-10","2","SalesGiulia","15","19","2024-01-01"
"13922","Sud3","Client44","Luca Rossi","493","2023-09-27","2024-05-07","2024-03-11","10","SalesElena","29","35","2024-01-01"
"13923","Sud1","Client53","Davide Russo","116","2023-02-28","2024-01-05","2023-12-10","2","SalesElena","19","23","2024-01-01"
"13924","Sud2","Client79","Marco Rossi","121","2022-07-22","2023-06-18","2022-09-21","40","SalesGiulia","25","34","2024-01-01"
"13925","Sud3","Client60","Luca Romano","429","2021-03-06","","","2","SalesElena","17","20","2024-01-01"
"13926","Sud2","Client92","Matteo Marino","469","2020-09-14","","","2","SalesGiulia","24","33","2024-01-01"
"13927","Nord1","Client48","Paolo Ferrari","111","2020-04-09","","","1","SalesPaolo","25","27","2024-01-01"
"13928","Nord2","Client85","Elena Ricci","485","2023-09-24","2024-05-31","2024-05-31","40","SalesGiulia","20","28","2024-01-01"
"13929","Sud1","Client86","Francesca Marino","443","2021-08-10","2022-07-24","2022-07-24","1","SalesLuigi","19","26","2024-01-01"
"13930","Sud2","Client65","Paolo Ferrari","334","2022-01-30","2022-04-30","2022-04-30","1","SalesMarco","22","27","2024-01-01"
"13931","Sud1","Client37","Francesca Verdi","333","2020-03-02","","","34","SalesElena","24","29","2024-01-01"
"13932","Nord2","Client27","Anna Ricci","452","2023-11-08","2024-07-16","2024-04-25","34","SalesMarco","24","32","2024-01-01"
"13933","Nord1","BigClientA","Giulia Marino","285","2022-06-08","2023-04-10","2022-12-10","2","SalesAnna","22","29","2024-01-01"
"13934","Nord2","Client30","Anna Esposito","185","2022-01-07","2022-05-23","2022-05-23","2","SalesMarco","17","25","2024-01-01"
"13935","Nord2","Client3","Marco Marino","372","2022-12-16","","","34","SalesMarco","17","23","2024-01-01"
"13936","Nord3","Client16","Marco Marino","415","2023-11-29","2024-10-13","2024-01-08","40","SalesMario","23","31","2024-01-01"
"13937","Nord2","Client33","Paolo Colombo","206","2021-06-30","","","2","SalesGiulia","24","33","2024-01-01"
"13938","Nord1","Client39","Luca Bianchi","291","2021-05-14","2021-11-21","2021-11-10","34","SalesAnna","22","31","2024-01-01"
"13939","Sud1","Client87","Matteo Esposito","326","2021-05-29","2022-02-25","2022-02-25","34","SalesElena","20","28","2024-01-01"
"13940","Nord3","Client62","Francesca Bianchi","274","2020-07-06","2021-06-22","2021-03-12","40","SalesLuca","28","32","2024-01-01"
"13941","Nord3","Client47","Marco Russo","166","2021-07-09","2022-02-02","2022-02-02","34","SalesMario","25","31","2024-01-01"
"13942","Sud3","Client5","Sara Ricci","494","2021-12-19","2022-05-25","2022-05-25","40","SalesMario","28","30","2024-01-01"
"13943","Sud2","Client39","Giulia Rossi","223","2020-01-30","2020-09-17","2020-09-17","15","SalesMarco","29","30","2024-01-01"
"13944","Sud3","Client89","Elena Rossi","121","2020-07-30","2020-11-01","2020-10-06","10","SalesElena","15","16","2024-01-01"
"13945","Nord1","Client46","Francesca Romano","121","2021-02-16","2022-01-06","2022-01-06","40","SalesAnna","18","19","2024-01-01"
"13946","Sud1","Client43","Anna Ricci","420","2020-03-16","2020-07-16","2020-06-02","15","SalesLuigi","15","14","2024-01-01"
"13947","Sud2","Client46","Paolo Rossi","156","2020-02-21","2020-08-07","2020-08-07","10","SalesMarco","28","30","2024-01-01"
"13948","Sud2","Client69","Davide Ferrari","442","2021-03-20","2022-03-04","2022-03-03","40","SalesGiulia","27","31","2024-01-01"
"13949","Nord1","Client38","Elena Romano","172","2022-06-26","2023-06-25","2023-06-25","15","SalesPaolo","15","19","2024-01-01"
"13950","Nord1","Client81","Elena Ferrari","222","2020-01-23","","","40","SalesAnna","19","17","2024-01-01"
"13951","Nord3","Client17","Sara Esposito","165","2022-06-22","2022-08-20","2022-08-20","26","SalesLuca","20","28","2024-01-01"
"13952","Nord2","Client72","Francesca Colombo","412","2023-01-04","2023-08-03","2023-03-18","40","SalesMarco","16","21","2024-01-01"
"13953","Sud2","Client71","Marco Romano","456","2020-11-14","2021-01-09","2020-11-26","15","SalesMarco","17","21","2024-01-01"
"13954","Sud3","Client86","Elena Ricci","208","2022-11-21","2023-03-15","2023-03-15","1","SalesMario","23","29","2024-01-01"
"13955","Sud3","Client28","Anna Romano","200","2022-11-12","2023-10-22","2023-10-22","15","SalesElena","28","24","2024-01-01"
"13956","Sud2","Client29","Anna Colombo","371","2020-06-07","2021-03-05","2021-03-05","34","SalesMarco","18","14","2024-01-01"
"13957","Sud1","Client48","Paolo Bianchi","191","2020-01-14","2020-08-17","2020-08-17","1","SalesElena","19","18","2024-01-01"
"13958","Sud3","Client48","Luca Ricci","393","2023-12-02","2024-01-24","2023-12-26","10","SalesMario","18","27","2024-01-01"
"13959","Nord1","Client65","Anna Ferrari","448","2021-02-26","2021-09-08","2021-04-29","15","SalesAnna","21","24","2024-01-01"
"13960","Nord1","Client41","Sara Romano","338","2021-03-16","","","2","SalesAnna","25","34","2024-01-01"
"13961","Nord1","Client21","Giulia Marino","487","2022-03-10","","","40","SalesPaolo","19","26","2024-01-01"
"13962","Sud2","Client16","Giulia Ferrari","194","2022-06-04","2023-01-06","2023-01-06","40","SalesGiulia","26","32","2024-01-01"
"13963","Sud2","Client85","Francesca Russo","393","2022-09-22","2023-02-05","2023-02-05","15","SalesMarco","28","34","2024-01-01"
"13964","Nord3","Client91","Sara Russo","483","2020-05-16","2021-02-16","2020-07-11","40","SalesMario","25","29","2024-01-01"
"13965","Sud3","Client42","Giulia Russo","186","2023-11-23","2024-05-27","2024-05-27","40","SalesElena","20","23","2024-01-01"
"13966","Sud3","Client79","Davide Rossi","281","2022-03-18","2022-12-21","2022-12-21","26","SalesMario","29","30","2024-01-01"
"13967","Nord2","Client87","Davide Rossi","129","2021-05-27","2022-04-02","2022-04-02","1","SalesMarco","26","29","2024-01-01"
"13968","Sud2","Client29","Giulia Bianchi","259","2020-05-05","2020-10-19","2020-10-19","40","SalesGiulia","29","30","2024-01-01"
"13969","Sud3","Client7","Francesca Russo","141","2020-07-30","","","10","SalesMario","24","32","2024-01-01"
"13970","Nord3","Client90","Paolo Ferrari","484","2021-04-18","2021-10-19","2021-10-07","34","SalesLuca","29","33","2024-01-01"
"13971","Nord2","Client55","Anna Colombo","431","2023-12-02","2024-07-20","2024-07-20","15","SalesMarco","19","21","2024-01-01"
"13972","Nord2","Client82","Davide Verdi","440","2020-04-18","2021-03-19","2021-03-19","10","SalesGiulia","19","22","2024-01-01"
"13973","Nord2","Client91","Elena Esposito","482","2021-04-17","2022-02-03","2022-02-03","10","SalesMarco","21","23","2024-01-01"
"13974","Sud1","Client97","Davide Marino","394","2023-06-07","2023-11-24","2023-11-21","40","SalesLuigi","17","18","2024-01-01"
"13975","Nord1","Client84","Davide Esposito","145","2020-07-19","2020-11-23","2020-11-23","10","SalesPaolo","20","29","2024-01-01"
"13976","Sud3","Client56","Davide Bianchi","166","2021-07-30","2021-12-03","2021-10-29","26","SalesMario","22","24","2024-01-01"
"13977","Nord2","Client44","Marco Russo","214","2020-04-19","2020-09-10","2020-09-10","40","SalesMarco","24","32","2024-01-01"
"13978","Sud1","Client85","Sara Rossi","350","2020-04-05","2020-06-16","2020-06-16","15","SalesElena","25","33","2024-01-01"
"13979","Sud3","Client10","Paolo Bianchi","435","2021-02-28","2021-08-22","2021-08-22","40","SalesElena","27","30","2024-01-01"
"13980","Nord3","Client90","Elena Romano","391","2023-10-28","2024-10-08","2024-10-08","40","SalesLuca","20","17","2024-01-01"
"13981","Sud1","Client71","Anna Ricci","485","2023-08-24","2024-02-28","2023-12-26","40","SalesLuigi","25","30","2024-01-01"
"13982","Sud2","Client6","Anna Ferrari","393","2021-12-02","2022-07-03","2022-07-03","1","SalesMarco","15","19","2024-01-01"
"13983","Sud1","Client89","Paolo Ricci","346","2022-09-23","2023-08-22","2023-08-22","34","SalesLuigi","18","26","2024-01-01"
"13984","Nord2","Client41","Paolo Ferrari","236","2020-04-24","2020-10-16","2020-10-16","15","SalesGiulia","21","27","2024-01-01"
"13985","Sud1","Client73","Paolo Russo","419","2022-03-13","2022-04-30","2022-04-30","26","SalesElena","24","28","2024-01-01"
"13986","Sud2","Client13","Francesca Marino","291","2023-01-29","2023-04-02","2023-04-02","10","SalesMarco","29","28","2024-01-01"
"13987","Nord2","Client59","Elena Esposito","403","2021-10-31","2022-02-19","2022-02-19","15","SalesGiulia","28","33","2024-01-01"
"13988","Sud3","Client21","Davide Bianchi","305","2022-03-16","2022-12-22","2022-12-22","15","SalesMario","23","25","2024-01-01"
"13989","Sud1","Client67","Francesca Esposito","258","2021-08-17","2022-01-04","2022-01-04","10","SalesLuigi","15","11","2024-01-01"
"13990","Sud3","Client15","Matteo Bianchi","398","2021-05-16","","","26","SalesMario","17","25","2024-01-01"
"13991","Nord2","Client7","Elena Romano","348","2022-01-21","2023-01-14","2023-01-14","10","SalesMarco","18","26","2024-01-01"
"13992","Nord1","BigClientA","Anna Verdi","444","2021-08-11","2022-02-13","2022-02-13","40","SalesAnna","26","25","2024-01-01"
"13993","Nord2","Client44","Luca Rossi","304","2022-09-26","2022-12-15","2022-11-10","15","SalesMarco","28","29","2024-01-01"
"13994","Sud1","Client70","Anna Bianchi","453","2022-07-14","2022-12-21","2022-09-06","1","SalesLuigi","22","28","2024-01-01"
"13995","Sud2","Client3","Sara Romano","220","2022-10-04","2022-12-11","2022-12-11","1","SalesGiulia","26","32","2024-01-01"
"13996","Sud2","Client78","Giulia Ricci","312","2021-12-06","2022-12-03","2022-08-14","2","SalesGiulia","26","33","2024-01-01"
"13997","Nord3","Client58","Elena Marino","137","2023-05-18","2024-04-13","2024-04-13","2","SalesMario","16","24","2024-01-01"
"13998","Nord1","Client27","Anna Verdi","235","2022-11-16","2023-08-27","2023-04-18","15","SalesAnna","27","29","2024-01-01"
"13999","Nord1","Client22","Marco Verdi","446","2022-04-24","2022-06-26","2022-05-28","1","SalesPaolo","26","29","2024-01-01"
"14000","Sud3","Client28","Giulia Russo","265","2021-05-02","2022-01-24","2022-01-24","2","SalesElena","21","27","2024-01-01"
"14001","Sud3","Client28","Paolo Ricci","163","2021-09-17","2022-06-01","2022-06-01","2","SalesMario","23","32","2024-01-01"
"14002","Sud1","Client94","Francesca Russo","414","2021-01-28","","","40","SalesLuigi","24","27","2024-01-01"
"14003","Nord1","Client65","Luca Marino","480","2022-10-21","","","15","SalesAnna","22","23","2024-01-01"
"14004","Nord2","Client31","Francesca Ricci","158","2023-06-06","2024-05-23","2024-05-23","34","SalesMarco","28","32","2024-01-01"
"14005","Sud1","Client4","Elena Russo","196","2022-09-22","2023-01-29","2022-10-15","1","SalesElena","23","22","2024-01-01"
"14006","Nord3","Client36","Marco Marino","358","2023-06-20","2023-08-01","2023-08-01","40","SalesMario","23","25","2024-01-01"
"14007","Sud1","Client37","Paolo Romano","355","2022-12-18","","","34","SalesLuigi","20","25","2024-01-01"
"14008","Sud1","Client24","Elena Ricci","288","2021-03-28","2021-08-28","2021-08-28","40","SalesElena","16","18","2024-01-01"
"14009","Nord2","Client26","Sara Verdi","460","2023-01-01","2023-01-31","2023-01-31","34","SalesGiulia","29","34","2024-01-01"
"14010","Sud2","Client16","Sara Marino","196","2023-05-16","2023-11-26","2023-11-26","1","SalesMarco","18","20","2024-01-01"
"14011","Nord3","Client25","Giulia Colombo","493","2022-08-12","","","2","SalesMario","26","33","2024-01-01"
"14012","Sud2","Client58","Anna Bianchi","198","2020-01-17","2020-11-03","2020-10-11","40","SalesGiulia","15","18","2024-01-01"
"14013","Sud2","Client32","Francesca Russo","408","2020-11-17","2021-04-10","2021-04-10","26","SalesGiulia","23","24","2024-01-01"
"14014","Nord3","Client3","Anna Bianchi","186","2021-04-05","2021-09-14","2021-09-14","34","SalesLuca","28","32","2024-01-01"
"14015","Sud1","Client9","Sara Verdi","437","2021-09-06","2022-05-25","2022-05-25","1","SalesElena","19","21","2024-01-01"
"14016","Nord2","Client97","Sara Russo","381","2021-07-19","2021-11-05","2021-11-05","15","SalesMarco","20","28","2024-01-01"
"14017","Nord1","Client4","Giulia Russo","132","2020-09-09","2021-05-13","2021-05-13","34","SalesAnna","21","30","2024-01-01"
"14018","Sud2","Client18","Paolo Marino","131","2021-02-19","2022-01-10","2021-08-17","15","SalesGiulia","18","19","2024-01-01"
"14019","Sud1","Client75","Davide Ricci","225","2020-01-27","2020-10-30","2020-10-30","2","SalesLuigi","22","24","2024-01-01"
"14020","Nord2","Client33","Anna Verdi","447","2020-06-01","2021-02-22","2021-02-22","40","SalesMarco","25","27","2024-01-01"
"14021","Sud3","Client66","Francesca Ferrari","257","2021-02-28","2021-04-12","2021-04-12","2","SalesMario","28","32","2024-01-01"
"14022","Nord3","Client34","Davide Ricci","242","2020-10-08","2021-07-26","2021-07-26","26","SalesLuca","27","34","2024-01-01"
"14023","Sud1","Client77","Francesca Ferrari","123","2022-10-27","2023-06-17","2023-06-09","2","SalesElena","21","27","2024-01-01"
"14024","Sud3","Client59","Luca Rossi","176","2022-05-16","2022-08-04","2022-05-31","40","SalesElena","27","30","2024-01-01"
"14025","Nord2","Client22","Anna Colombo","163","2023-02-07","2023-12-16","2023-12-16","26","SalesMarco","18","27","2024-01-01"
"14026","Sud1","Client41","Paolo Verdi","232","2023-12-23","2024-03-28","2024-01-18","15","SalesLuigi","16","24","2024-01-01"
"14027","Sud1","Client44","Matteo Russo","428","2023-07-21","2023-12-01","2023-12-01","40","SalesLuigi","17","25","2024-01-01"
"14028","Nord3","Client28","Matteo Esposito","116","2021-05-20","2021-06-19","2021-06-03","34","SalesMario","23","26","2024-01-01"
"14029","Sud3","Client15","Davide Ferrari","330","2020-12-12","","","2","SalesMario","19","25","2024-01-01"
"14030","Nord3","Client65","Davide Verdi","151","2022-01-16","2022-09-05","2022-09-05","1","SalesMario","16","23","2024-01-01"
"14031","Sud2","Client14","Anna Romano","484","2020-11-28","2021-02-22","2021-02-22","10","SalesGiulia","19","23","2024-01-01"
"14032","Sud3","Client41","Francesca Verdi","268","2022-06-01","2022-07-07","2022-07-07","15","SalesMario","21","25","2024-01-01"
"14033","Sud3","Client20","Francesca Rossi","498","2022-03-19","2023-01-21","2023-01-21","1","SalesMario","15","12","2024-01-01"
"14034","Nord1","Client60","Anna Romano","428","2021-05-02","","","26","SalesPaolo","23","32","2024-01-01"
"14035","Nord1","Client2","Davide Marino","150","2020-07-05","2020-10-06","2020-09-08","1","SalesPaolo","24","29","2024-01-01"
"14036","Nord2","Client71","Paolo Russo","213","2021-11-27","2022-06-18","2022-01-17","1","SalesGiulia","21","28","2024-01-01"
"14037","Nord2","Client66","Anna Colombo","313","2023-09-05","2023-12-12","2023-09-27","2","SalesMarco","27","34","2024-01-01"
"14038","Nord1","Client43","Anna Rossi","236","2022-09-15","2023-02-17","2023-02-17","2","SalesPaolo","15","24","2024-01-01"
"14039","Nord1","Client31","Luca Verdi","366","2020-11-23","2021-03-07","2021-03-07","34","SalesAnna","24","29","2024-01-01"
"14040","Sud3","Client79","Luca Colombo","155","2020-10-13","2020-11-24","2020-11-24","2","SalesMario","28","36","2024-01-01"
"14041","Nord2","Client78","Davide Russo","464","2020-06-20","2021-01-14","2021-01-14","1","SalesGiulia","29","37","2024-01-01"
"14042","Nord3","Client25","Giulia Verdi","397","2022-03-01","","","40","SalesMario","29","35","2024-01-01"
"14043","Sud2","Client72","Giulia Rossi","221","2023-03-07","2023-10-19","2023-10-19","2","SalesMarco","29","32","2024-01-01"
"14044","Nord2","Client94","Marco Russo","402","2023-12-16","2024-07-03","2024-07-03","40","SalesGiulia","22","24","2024-01-01"
"14045","Sud3","Client64","Sara Ferrari","286","2023-10-19","2024-01-13","2023-11-01","1","SalesElena","29","33","2024-01-01"
"14046","Nord1","Client39","Elena Esposito","161","2021-08-29","2022-02-20","2022-02-05","10","SalesPaolo","17","26","2024-01-01"
"14047","Sud3","Client77","Luca Russo","136","2023-02-04","2024-01-08","2024-01-08","15","SalesMario","26","28","2024-01-01"
"14048","Sud2","Client9","Matteo Ricci","381","2021-03-13","2021-12-28","2021-12-28","2","SalesGiulia","20","26","2024-01-01"
"14049","Sud2","Client7","Marco Marino","113","2020-07-17","2021-03-01","2021-03-01","40","SalesGiulia","15","16","2024-01-01"
"14050","Nord2","Client44","Anna Rossi","443","2023-10-01","2023-11-07","2023-11-07","1","SalesMarco","22","19","2024-01-01"
"14051","Sud2","Client31","Francesca Ferrari","375","2021-10-06","2022-03-02","2022-03-02","10","SalesGiulia","29","32","2024-01-01"
"14052","Sud1","Client88","Luca Esposito","116","2022-06-15","2023-03-30","2023-03-30","1","SalesElena","22","24","2024-01-01"
"14053","Nord3","Client45","Elena Rossi","103","2020-02-11","2020-09-19","2020-09-19","2","SalesMario","25","32","2024-01-01"
"14054","Nord3","Client35","Sara Verdi","434","2023-04-08","","","2","SalesLuca","24","32","2024-01-01"
"14055","Sud1","Client84","Francesca Marino","257","2022-07-17","2022-09-14","2022-09-14","2","SalesLuigi","27","29","2024-01-01"
"14056","Nord2","Client17","Giulia Russo","270","2022-03-31","2022-11-17","2022-05-29","34","SalesMarco","18","15","2024-01-01"
"14057","Sud3","Client33","Francesca Ferrari","478","2022-12-30","2023-09-15","2023-03-24","10","SalesElena","25","26","2024-01-01"
"14058","Sud3","Client21","Francesca Colombo","409","2023-11-02","2024-05-01","2024-05-01","34","SalesMario","29","34","2024-01-01"
"14059","Sud1","Client25","Francesca Esposito","262","2022-01-23","2022-11-05","2022-11-05","1","SalesLuigi","19","20","2024-01-01"
"14060","Nord1","Client40","Sara Ricci","443","2020-05-20","","","40","SalesAnna","28","30","2024-01-01"
"14061","Nord2","Client11","Sara Esposito","486","2020-05-04","2021-03-11","2020-12-27","15","SalesMarco","22","24","2024-01-01"
"14062","Nord2","Client46","Anna Marino","383","2022-05-31","","","10","SalesMarco","23","24","2024-01-01"
"14063","Sud2","Client96","Luca Rossi","195","2023-10-09","2024-03-12","2024-02-28","40","SalesMarco","18","24","2024-01-01"
"14064","Sud3","Client15","Sara Russo","204","2021-07-12","2021-11-06","2021-08-02","26","SalesElena","22","24","2024-01-01"
"14065","Nord3","Client59","Davide Russo","457","2020-05-30","2021-03-02","2021-03-02","34","SalesMario","15","16","2024-01-01"
"14066","Nord2","Client55","Paolo Esposito","472","2021-08-22","2022-06-03","2022-06-03","26","SalesMarco","26","35","2024-01-01"
"14067","Nord1","BigClientB","Luca Colombo","104","2023-11-18","2024-11-13","2024-11-13","1","SalesAnna","16","21","2024-01-01"
"14068","Sud2","Client98","Anna Ricci","112","2023-05-31","2024-04-26","2024-04-26","1","SalesGiulia","21","18","2024-01-01"
"14069","Sud3","Client93","Elena Ferrari","354","2020-04-11","2020-07-19","2020-07-19","15","SalesMario","18","27","2024-01-01"
"14070","Sud2","Client19","Marco Rossi","396","2022-04-04","","","15","SalesGiulia","29","38","2024-01-01"
"14071","Nord1","Client50","Giulia Rossi","385","2021-07-10","2021-08-22","2021-08-22","26","SalesAnna","27","34","2024-01-01"
"14072","Nord2","Client17","Anna Russo","155","2023-11-21","2024-09-14","2024-09-14","15","SalesGiulia","18","19","2024-01-01"
"14073","Sud1","Client90","Giulia Ferrari","112","2023-03-05","2023-06-17","2023-06-17","34","SalesElena","17","25","2024-01-01"
"14074","Sud3","Client16","Giulia Ricci","178","2021-05-20","2021-10-07","2021-10-07","34","SalesElena","20","29","2024-01-01"
"14075","Nord2","Client60","Giulia Verdi","175","2021-07-12","2022-05-23","2022-05-23","40","SalesMarco","17","14","2024-01-01"
"14076","Nord3","Client23","Francesca Russo","468","2023-05-12","2023-10-13","2023-06-04","34","SalesLuca","25","29","2024-01-01"
